1.000000000000000000e+00 1.574999999999972256e-03
9.999900908311601944e-01 1.576737933685363330e-03
9.999603637174072635e-01 1.581951537888908604e-03
9.999108198370249001e-01 1.590640222107253532e-03
9.998414611537681518e-01 1.602803002352194695e-03
9.997522904167843727e-01 1.618438501426323894e-03
9.996433111605053101e-01 1.637544949308844533e-03
9.995145277045061061e-01 1.660120183651019043e-03
9.993659451533352112e-01 1.686161650381091254e-03
9.991975693963106586e-01 1.715666404418860619e-03
9.990094071072875836e-01 1.748631110497899516e-03
9.988014657443938793e-01 1.785052044096371165e-03
9.985737535497336559e-01 1.824925092475761235e-03
9.983262795490612795e-01 1.868245755825150012e-03
9.980590535514233252e-01 1.915009148513252546e-03
9.977720861487698878e-01 1.965210000444053001e-03
9.974653887155349175e-01 2.018842658517813055e-03
9.971389734081848033e-01 2.075901088195039601e-03
9.967928531647372026e-01 2.136378875163547075e-03
9.964270417042478956e-01 2.200269227105512704e-03
9.960415535262669984e-01 2.267564975566085939e-03
9.956364039102639785e-01 2.338258577920523246e-03
9.952116089150231382e-01 2.412342119438266180e-03
9.947671853780053475e-01 2.489807315444597657e-03
9.943031509146822433e-01 2.570645513576337582e-03
9.938195239178373441e-01 2.654847696131692331e-03
9.933163235568367444e-01 2.742404482511427016e-03
9.927935697768697221e-01 2.833306131750996243e-03
9.922512832981582598e-01 2.927542545141291475e-03
9.916894856151354798e-01 3.025103268936100293e-03
9.911081989955938809e-01 3.125977497145850797e-03
9.905074464798022671e-01 3.230154074413665172e-03
9.898872518795931441e-01 3.337621498974076284e-03
9.892476397774185859e-01 3.448367925690858093e-03
9.885886355253757918e-01 3.562381169173605561e-03
9.879102652442024457e-01 3.679648706968692562e-03
9.872125558222409891e-01 3.800157682825513333e-03
9.864955349143734731e-01 3.923894910033573491e-03
9.857592309409246578e-01 4.050846874829077543e-03
9.850036730865362467e-01 4.180999739869410009e-03
9.842288912990095895e-01 4.314339347772481320e-03
9.834349162881189654e-01 4.450851224718430088e-03
9.826217795243938902e-01 4.590520584113109287e-03
9.817895132378725576e-01 4.733332330308558100e-03
9.809381504168233068e-01 4.879271062380407392e-03
9.800677248064382230e-01 5.028321077957680768e-03
9.791782709074943192e-01 5.180466377104814280e-03
9.782698239749871849e-01 5.335690666251200615e-03
9.773424200167328824e-01 5.493977362167747763e-03
9.763960957919413097e-01 5.655309595985966165e-03
9.754308888097582564e-01 5.819670217259084732e-03
9.744468373277794804e-01 5.987041798061126102e-03
9.734439803505343658e-01 6.157406637121630444e-03
9.724223576279392711e-01 6.330746763994466592e-03
9.713820096537222337e-01 6.507043943256431845e-03
9.703229776638184756e-01 6.686279678734266541e-03
9.692453036347348228e-01 6.868435217757439676e-03
9.681490302818872573e-01 7.053491555432552657e-03
9.670342010579064951e-01 7.241429438939194635e-03
9.659008601509165848e-01 7.432229371842118126e-03
9.647490524827833092e-01 7.625871618418548353e-03
9.635788237073330542e-01 7.822336207997555857e-03
9.623902202085441449e-01 8.021602939308630081e-03
9.611832890987075384e-01 8.223651384836987155e-03
9.599580782165596515e-01 8.428460895182999374e-03
9.587146361253865434e-01 8.636010603422436538e-03
9.574530121110986780e-01 8.846279429466124417e-03
9.561732561802777086e-01 9.059246084414971506e-03
9.548754190581938417e-01 9.274889074908396897e-03
9.535595521867956670e-01 9.493186707463952684e-03
9.522257077226714550e-01 9.714117092804112896e-03
9.508739385349811446e-01 9.937658150169708521e-03
9.495042982033607970e-01 1.016378761161502303e-02
9.481168410158002935e-01 1.039248302628419454e-02
9.467116219664890586e-01 1.062372176466487572e-02
9.452886967536388019e-01 1.085748102281701780e-02
9.438481217772741738e-01 1.109373782657493632e-02
9.423899541369976651e-01 1.133246903571913031e-02
9.409142516297268610e-01 1.157365134811613738e-02
9.394210727474028300e-01 1.181726130382392687e-02
9.379104766746721999e-01 1.206327528916023920e-02
9.363825232865411463e-01 1.231166954073145692e-02
9.348372731460020679e-01 1.256242014942024823e-02
9.332747875016331740e-01 1.281550306432888142e-02
9.316951282851706484e-01 1.307089409667704441e-02
9.300983581090540575e-01 1.332856892365074514e-02
9.284845402639443357e-01 1.358850309220118943e-02
9.268537387162159025e-01 1.385067202279101350e-02
9.252060181054198029e-01 1.411505101308592469e-02
9.235414437417233113e-01 1.438161524158968960e-02
9.218600816033200029e-01 1.465033977122086675e-02
9.201619983338150677e-01 1.492119955282858804e-02
9.184472612395837565e-01 1.519416942864670189e-02
9.167159382871037376e-01 1.546922413568301014e-02
9.149680981002608071e-01 1.574633830904325488e-02
9.132038099576287316e-01 1.602548648518766980e-02
9.114231437897244437e-01 1.630664310511757698e-02
9.096261701762340390e-01 1.658978251749219576e-02
9.078129603432179007e-01 1.687487898167234351e-02
9.059835861602851814e-01 1.716190667069127790e-02
9.041381201377466370e-01 1.745083967414947507e-02
9.022766354237397035e-01 1.774165200103392653e-02
9.003992058013301492e-01 1.803431758245898839e-02
8.985059056855857484e-01 1.832881027432894938e-02
8.965968101206289731e-01 1.862510385992014253e-02
8.946719947766609282e-01 1.892317205238194452e-02
8.927315359469623068e-01 1.922298849715625702e-02
8.907755105448700306e-01 1.952452677431359626e-02
8.888039961007281331e-01 1.982776040080490645e-02
8.868170707588141077e-01 2.013266283262984610e-02
8.848148132742428285e-01 2.043920746691848742e-02
8.827973030098446028e-01 2.074736764392771937e-02
8.807646199330183556e-01 2.105711664895124069e-02
8.787168446125634969e-01 2.136842771414176889e-02
8.766540582154855876e-01 2.168127402024638134e-02
8.745763425037793581e-01 2.199562869825391620e-02
8.724837798311881887e-01 2.231146483095371516e-02
8.703764531399391657e-01 2.262875545440715119e-02
8.682544459574561557e-01 2.294747355932926641e-02
8.661178423930490089e-01 2.326759209238328172e-02
8.639667271345798927e-01 2.358908395738558081e-02
8.618011854451054221e-01 2.391192201642310805e-02
8.596213031594989173e-01 2.423607909088186865e-02
8.574271666810469039e-01 2.456152796238797453e-02
8.552188629780242968e-01 2.488824137366085418e-02
8.529964795802483790e-01 2.521619202927910530e-02
8.507601045756083558e-01 2.554535259635991318e-02
8.485098266065742578e-01 2.587569570515199646e-02
8.462457348666833079e-01 2.620719394954275361e-02
8.439679190970050815e-01 2.653981988748119886e-02
8.416764695825833531e-01 2.687354604131594188e-02
8.393714771488587356e-01 2.720834489805054254e-02
